title,url,content,subject,sub-subject
Propriedades dos Determinantes,https://resumos.mesalva.com/propriedades-determinantes/,"Você viu que alguns determinantes podem dar um certo trabalho para calcular, não acha? Mas nem sempre é necessário fazer toooodos os passos que nós vimos para saber qual é o determinante de uma matriz. Vamos estudar as propriedades dos determinantes para facilitar o entendimento e poupar tempo (esses dois fatores são essenciais numa prova):
► 1a propriedade: O determinantes de uma matriz quadrada é igual ao determinante de sua matriz transposta.
Exemplo:
► 2a propriedade: Caso haja, numa matriz quadrada, uma coluna ou uma linha de zeros, o determinante será zero.
Exemplo: 
► 3a propriedade: Se trocarmos a posição de duas linhas (ou colunas) de uma matriz quadrada de ordem 2 ou maior, o determinante da nova matriz será o oposto da matriz original.
Exemplo:
► 4a propriedade: Se duas linhas (ou colunas) de uma matriz quadrada de ordem 2 ou maior forem iguais, o determinante é zero.
Exemplo:
► 5a propriedade: Se multiplicarmos todos os elementos de uma linha (ou coluna) de uma matriz quadrada por um número real, seu determinante também ficará multiplicado por esse número.
Exemplo:
► 6a propriedade: Se os elementos correspondentes de duas linhas ou de duas colunas de uma matriz de ordem 2 ou maior forem proporcionais, o determinante é zero.
Exemplo:
► 7a propriedade: No caso de uma matriz triangular, o determinante dessa matriz será igual ao produto dos elementos de sua diagonal principal.
Exemplo:
► 8a propriedade: Multiplicando todos os elementos de uma linha (ou coluna) de uma matriz de ordem 2 (ou maior) por um número e adicionando o resultado obtido aos elementos correspondentes de outra linha ou coluna, obteremos uma segunda matriz, tal que os determinantes das duas matrizes serão iguais.
 Exemplo:
► 9a propriedade: Se duas matrizes quadradas têm a mesma ordem, o determinante do produto dessas matrizes é igual ao produto dos determinantes de cada uma delas. Essa propriedade é chamada de Teorema de Binet",Matematica,propriedades-determinantes
Sistemas Lineares 2×2,https://resumos.mesalva.com/sistemas-lineares-2x2/,"Sistemas lineares são compostos por equações lineares, assim como sistemas não-lineares são compostos por sistemas não-lineares. Tá, mas o que isso quer dizer? Que, primeiramente, você precisa identificar se a equação que está no sistema é ou não linear. Lembre que uma equação de segundo grau, por exemplo, é não-linear, já que o grau dela é 2 (ax2 + bx + c = 0), ou seja, há incógnitas se multiplicando. Em uma equação linear, não há termos em que as incógnitas se multiplicam. Por exemplo, não teremos termos xy, x2, xyz, y3 etc. Uma equação linear é sempre do tipo:
Em que os a’s são os coeficientes (números reais), os x’s são incógnitas (x, y, z, w, u, v,…) e o b é o termo independente (número real), que não é acompanhado de incógnita. Veja abaixo exemplos de equações lineares e não-lineares:
Note que os elementos da primeira coluna não apresentam multiplicação de incógnitas, caracterizando equações lineares, enquanto que, na segunda coluna, há multiplicação de incógnitas, caracterizando equações não-lineares. A partir disso, você é capaz de analisar se um sistema é linear.
Vamos voltar ao problema que tínhamos no capítulo de Álgebra II sobre as medidas de uma mesa que você deveria construir. Lá nós montamos o seguinte sistema, a partir de informações que você coletou:
Note que as duas equações do sistema são lineares, ou seja, há apenas uma incógnita para cada termo (com exceção do termo independente, que não tem incógnita mesmo). Para resolvermos esse sistema, nós utilizamos dois métodos, o de adição e o de substituição. Vamos relembrar cada um deles:
Nesse caso, a ideia é excluir uma das variáveis para conseguir encontrar a outra. Então, se multiplicarmos a primeira equação por -3, será possível anular o primeiro termo das duas equações. Acompanhe:
Somando as duas equações, chegaremos a:
Então, concluímos que y = 4. Para sabermos o valor de x, basta substituir o valor de y em uma das equações originais.
Quando resolvemos este problema no outro capítulo, nós definimos que x seria o lado maior da mesa e y, o lado menor. Por isso, a mesa terá lados 5 e 4, respectivamente, e a solução do sistema é formalmente dada por S = (5, 4).
Esse método é baseado em substituir o valor de uma variável, dada por uma equação, na outra. Por exemplo, se isolarmos o x da primeira equação, chegaremos a um valor, composto pela variável y que, se substituído na segunda equação, fornecerá o valor de y. Veja o exemplo com o mesmo sistema anterior:
Substituindo o valor de x na segunda equação e resolvendo:
Chegaremos ao mesmo valor encontrado anteriormente para y, o lado menor, que vale 4. E o valor de x é facilmente encontrado se, a partir da equação em que o isolamos, substituirmos o valor de y:
Que também é o mesmo valor de x que encontramos anteriormente. E nem poderia ser diferente, né? São métodos diferentes, mas a resposta deve ser a mesma nos dois. Agora que relembramos a resolução de sistemas 2 x 2, podemos dar um passo a mais no nosso aprendizado e entender as diversas outras formas de resolver sistemas com ordens maiores. Vamos lá!",Matematica,sistemas-lineares-2x2
Sistemas 3 X 3 (ou Maiores) Por Substituição e Adição,https://resumos.mesalva.com/sistemas-3-x-3-ou-maiores-por-substituicao-adicao/,"Anteriormente, o nosso problema envolvia apenas duas variáveis, que eram os lados de uma mesa. Mas, sistemas lineares podem ser de ordens maiores, com mais equações, mais incógnitas etc. Aqui, vamos aprender como é possível resolver sistemas de ordem 3, mas, com as técnicas que serão abordadas, você pode resolver sistemas de outras ordens, é só ter disposição! Vamos ao novo problema:
Um estudante de Matemática foi a uma papelaria e comprou x lápis, y borrachas e z canetas. Ele resolveu fazer uma brincadeira com seus colegas e pediu que, a partir de um sistema que ele montou, os estudantes calculassem quantas unidades de cada item ele comprou. O sistema que ele criou foi o seguinte:
Os colegas aceitaram o desafio. Um deles preferiu resolver o sistema por adição e o outro, por substituição. Os procedimentos que eles seguiram são, basicamente, os que utilizamos na resolução do nosso sistema 2×2 e estão explicados abaixo:
Apesar dessa resolução ser por adição, o primeiro procedimento é de substituição. Isso porque é necessário criar um novo sistema, com apenas duas equações, para resolver este problema. Então, primeiramente, isola-se uma das variáveis. O estudante optou por isolar o z da primeira equação, chegando a:
Em seguida, substitui-se o “valor” do z acima nas duas outras equações do sistema. Na segunda:
E na terceira:
Veja que chegamos a duas novas equações que contêm apenas duas incógnitas, x e y. Podemos montar um novo sistema com essas equações e encontrar os valores delas:
Agora sim, resolvendo o sistema por adição, podemos multiplicar a segunda equação por 3 para poder obter um resultado que possibilite anular uma das variáveis, nesse caso, o y, e assim conseguimos encontrar o x. Acompanhe:
Agora, basta substituir o valor de x em uma das equações acima para encontrar o valor de y. O estudante optou por substituir na segunda equação:
Sabendo os valores de x e y, basta substituir esses valores em uma das equações do sistema original para encontrar o z. Fazendo esse procedimento na terceira equação do sistema original:
Pronto! O estudante que resolveu o sistema por adição encontrou x = 2, y = 1 e z = 3, então, o colega dele, que propôs o desafio, comprou 2 lápis, 1 borracha e 3 canetas.
Faremos o mesmo procedimento inicial do método anterior, isolando uma variável do sistema e substituindo-a nas outras equações:
Assim como antes, com essas equações, formamos um novo sistema igual ao do método anterior:
Até agora tudo como antes, né? A diferença começa aqui: esse estudante optou por resolver o sistema por substituição, então, isolou uma das variáveis, no caso o y da segunda equação, nesse novo sistema e substituiu o “valor” dele na primeira equação, possibilitando encontrar o valor de x. Sabendo o valor de x, basta substituí-lo na primeira equação desse segundo sistema para encontrar o y:
E agora, com o valor de y, é possível encontrar o valor de z substituindo o que já sabemos na terceira equação do sistema original:
Finalmente, o estudante chegou ao resultado de que x = 2, y = 1 e z = 3, ou seja, o seu colega comprou 2 lápis, 1 borracha e 3 canetas. Exatamente o mesmo resultado que o outro estudante encontrou pelo método da adição.
Você viu que resolver sistemas 3 x 3 por adição e por substituição exige bastante atenção para realizar as manipulações matemáticas com as incógnitas, certo? Mas, existem métodos que facilitam um pouco a resolução de sistemas lineares, utilizando matrizes, o escalonamento e a Regra de Cramer. Vamos abordá-los a seguir.",Matematica,sistemas-3-x-3-ou-maiores-por-substituicao-adicao
Escalonamento,https://resumos.mesalva.com/escalonamento/,"Quando um sistema tem a mesma solução do outro, podemos dizer que eles são sistemas equivalentes, por exemplo:
Note que a segunda equação do segundo sistema é 4 vezes a segunda equação do primeiro sistema. Outra observação importante é que a ordem das equações do sistema não importa, teríamos chegado ao mesmo resultado se o sistema estivesse montado da seguinte forma:
O método do escalonamento pretende facilitar a resolução de sistemas transformando um sistema mais complexo num mais fácil de ser resolvido, fazendo com que o número de incógnitas vá aumentando de baixo para cima nas equações. Difícil de entender? Veja o exemplo abaixo de sistemas não escalonados e de sistemas escalonados:
Mas, antes de aplicar o método do escalonamento no sistema linear, precisamos entender como o transformamos em uma matriz.
Para saber qual é a forma matricial de um sistema linear, é necessário relembrar que o sistema é formado por coeficientes, por incógnitas e por termos independentes. Vamos tomar como exemplo o sistema 3 x 3 que utilizamos para descobrir o número de itens que um estudante comprou na papelaria. O sistema era:
Podemos construir uma matriz com os coeficientes das incógnitas, colocando todos os coeficientes do x na primeira coluna, do y na segunda e do z na terceira. Perceba que não temos x na terceira equação e, portanto, seu coeficiente é zero (0x). Ela ficaria assim:
Podemos também construir matrizes coluna com as incógnitas e com os termos independentes separadamente:
Note que, se fizermos AX = B, chegaremos ao mesmo sistema que transformamos em matriz.
Para aplicar o método do escalonamento, utilizaremos uma matriz com os coeficientes e com os termos independentes, que chamamos de matriz completa:
Agora que já sabemos como transformar um sistema linear em uma matriz, podemos aplicar o método do escalonamento. Lembre que esse método pretende chegar a um sistema equivalente ao original, em que o número de incógnitas vá aumentando uma a uma de baixo para cima. No caso do sistema que estamos analisando, temos o seguinte:
Veja que, na última linha, temos duas incógnitas e, na segunda e na terceira linhas, temos 3 incógnitas. O nosso objetivo é chegar em algo assim:
Um sistema em que na terceira equação temos uma incógnita; na segunda, duas; e na terceira, 3 incógnitas. Para isso, vamos aplicar operações matemáticas nas linhas da matriz completa do sistema linear. Então, vamos comparar as matrizes para saber qual será o primeiro passo:
Veja que o último termo na primeira coluna já é zero, então não precisamos nos preocupar com ele.
Vamos chamar cada linha de L1, L2 e L3, de cima para baixo:
Agora, precisamos zerar os outros valores, como o segundo termo dessa mesma coluna, o 1. Para isso, note que se multiplicarmos a primeira linha por 1/2 e subtrairmos a linha 2 desse resultado, conseguiremos zerar o primeiro termo da segunda linha, ou seja, L2 – L1.(1/2). Acompanhe:
Agora, a nossa matriz está assim:
O próximo passo é zerar o terceiro elemento da segunda coluna, o 3. Veja que, para isso, podemos subtrair a segunda linha vezes seis da terceira linha, ou seja, L3 = L3 – 6.L2. Veja abaixo:
Ótimo! Atingimos nosso objetivo! Conseguimos zerar os dois últimos termos da primeira coluna e o último da segunda e, por isso, o nosso sistema ficou com uma incógnita na terceira linha, duas na segunda e três na primeira.
Agora fica mais fácil de resolver o sistema, né? Perceba que o “z” está quase “pronto” na terceira equação. Basta isolá-lo para encontrar seu valor:
Tendo o valor de z, podemos substituir seu valor na segunda equação e encontrar o valor de y:
Agora, para encontrar o x, basta substituir os valores das incógnitas anteriores na primeira equação:
Pronto! Chegamos ao mesmo resultado dos métodos anteriores, ou seja, o estudante comprou 2 lápis (x), 1 borracha (y) e 3 canetas (z).",Matematica,escalonamento
Regra de Cramer,https://resumos.mesalva.com/regra-cramer/,"Além da adição, da substituição e do escalonamento, há um quarto método interessante de ser estudado, a Regra de Cramer. Para aplicar essa regra, é necessário relembrar mais conceitos sobre matrizes, como o cálculo do determinante de uma matriz. A grande peculiaridade da regra de Cramer é que ela pode ser aplicada apenas em sistemas em que o número de incógnitas é igual ao número de equações.
Para encontrar a solução de um sistema utilizando este método, é necessário calcular, primeiramente, o determinante da matriz de coeficientes e, em seguida, calcular o determinante de outra matriz, que terá todas as suas colunas (uma de cada vez) substituídas pela matriz de termos independentes. Então, para encontrar o valor de x, é necessário substituir a coluna correspondente a essa incógnita na matriz de coeficientes pela matriz de termos independentes e assim sucessivamente. Veja as equações que permitem a resolução de um sistema a partir desse método:
Em que D é o determinante da matriz de coeficientes, Dx é o determinante da matriz com a primeira coluna substituída pela matriz de termos independentes, Dy é o determinante da matriz com a segunda coluna substituída pela matriz de termos independentes, Dz é o determinante da matriz com a coluna de z substituída pela matriz de termos independentes e Dn é o determinante da matriz com a coluna de n substituída pela matriz de termos independentes.
Vamos relembrar a matriz de coeficientes e a matriz de termos independentes:
Vamos construir essas matrizes e calcular os determinantes para encontrar cada uma das incógnitas, mas, primeiro, vamos calcular o determinante da matriz de coeficientes:
Para calcular o determinante, vamos copiar à direita as duas primeiras colunas.
Calculando o determinante, teremos que D é:
Ótimo! Agora, vamos calcular o determinante associado a cada incógnita, começando pelo x:
Calculando o determinante:
Então, x vale:
Para calcular o determinante associado ao y, devemos substituir a matriz de termos independentes na linha y da matriz original:
Duplicando as colunas e calculando o determinante:
Então, segundo a Regra de Cramer, y vale:
Por fim, vamos calcular o determinante associado ao z:
Duplicando as colunas e resolvendo o determinante, teremos:
Calculando o z:
Então, encontramos x = 2, y = 1 e z = 3, ou seja, o mesmo resultado dos outros 3 métodos anteriores.
Agora que você tem todo esse arsenal de métodos, basta escolher o mais adequado para o sistema que você precisa resolver.",Matematica,regra-cramer
Tipos de Solução de Sistemas Lineares,https://resumos.mesalva.com/tipos-solucao-sistemas-lineares/,"Você acabou de aprender como resolver sistemas de diversas formas diferentes, mas, será que todos eles são resolvíveis? Antes de você sair quebrando a cabeça e utilizar 300 métodos diferentes para encontrar a solução de um sistema, é importante que você saiba analisá-lo para saber se realmente vale a pena tentar resolvê-lo e, também, saber avaliar se a resposta que você encontrou é coerente. Veja o diagrama abaixo:
Então, o sistema pode ser resolvido e ele pode ter apenas uma solução ou várias soluções, ou pode ser impossível de ser resolvido. Vamos analisar graficamente sistemas de cada um desses três tipos.
► Sistema Possível e Determinado (SPD): o sistema tem solução e ela é única. Em um sistema linear desse tipo, as retas que descrevem cada uma das equações se cruzam em um ponto. Veja o exemplo abaixo:
► Sistema Possível e Indeterminado (SPI): o sistema tem infinitas soluções. As retas que descrevem as equações desse tipo de sistema são coincidentes, ou seja, se encontram em todos os pontos e, por isso, têm infinitas soluções. Veja o exemplo do sistema abaixo e o gráfico correspondente às retas das equações:
► Sistema Impossível (SI): o sistema não tem solução. Nesse caso, as retas que correspondem às equações são paralelas, ou seja, nunca se encontrarão e, portanto, o sistema não tem solução.
Sabendo de tudo isso, antes de começar a resolver um sistema, analise as equações. Depois, você pode escolher seu método preferido para, no caso de haver solução, encontrá-la. Bons estudos!",Matematica,tipos-solucao-sistemas-lineares
Introdução Números Complexos,https://resumos.mesalva.com/introducao-numeros-complexos/,"No capítulo de Álgebra II, estudamos como seria possível encontrar os comprimentos dos lados de uma mesa a partir de uma “charada”, que dizia que um lado era 3 metros menor do que o outro e que a mesa deveria ter 10 m2. Para descobrir esses lados, montamos uma equação, que descobrimos ser de segundo grau, e a resolvemos utilizando a fórmula de Bhaskara. Vamos relembrar:
► Equação de 2o Grau:
► Fórmula de Bhaskara:
Antes de sair calculando adoidado as raízes da equação, convinha ser feita uma análise do discriminante. Dependendo do valor dele, teríamos tipos diferentes de raízes. Veja:
► Se delta > 0: A equação tem duas raízes reais e distintas.► Se delta = 0: A equação tem apenas uma raiz real.► Se delta < 0: A equação não possui raízes reais.
Realizando o cálculo do discriminante referente ao problema acima, encontramos o seguinte (caso você não lembre dos detalhes até aqui, vale a pena revisar o capítulo de Álgebra II):
Nesse caso, teremos duas raízes reais e distintas e, para encontrá-las, basta finalizar o cálculo substituindo o valor encontrado acima na raiz quadrada da fórmula de Bhaskara, chegando em:
Encontramos duas raízes reais, como esperávamos, apesar de apenas uma delas ser solução do problema inicial (o comprimento da mesa não pode ser negativo).
Até aqui fizemos apenas uma revisão, certo?
Vimos, nessa revisão, que caso o discriminante fosse zero, teríamos apenas uma raiz real, mas, caso fosse negativo, não teríamos raízes reais. Mas o que significa não ter raízes reais? Vamos tentar entender isso a partir da equação de segundo grau abaixo:
Ao calcularmos o discriminante dessa equação, chegaremos a:
Chegamos a um discriminante negativo, logo, a equação que estamos estudando agora não possui raízes reais. Vamos substituir o valor do discriminante na fórmula de Bhaskara para tentar encontrar raízes não reais:
Aqui, encontramos um problema. Sabemos que não existe raiz quadrada de número negativo, então, o que fazer?
Note que podemos reescrever -4 como a multiplicação de 4 por -1, certo? Vamos substituir o -4 de dentro da raiz por 4.(-1):
Veja que podemos tirar a raiz quadrada de 4, deixando o -1 na raiz:
Para conseguirmos resolver essa raiz negativa, precisaremos utilizar um novo artifício matemático. Vamos substituir -1 por uma unidade imaginária (representada por i) ao quadrado, ou seja, i2:
Como i está elevado ao quadrado dentro de uma raiz quadrada, podemos cortar a potência com a raiz e obteremos o seguinte:
E agora? Como encontramos as raízes? Como tiramos aquele “i” dali? A verdade é que não tiramos. Um número que contém esse “i” é um número que faz parte do conjunto dos Números Complexos. Por isso, nesse caso, teremos duas raízes complexas (lembre que chamamos o i de unidade imaginária) como solução dessa equação. Para encontrar essas raízes, precisaremos estudar como resolver as operações básicas com números complexos, assim como fizemos com os números naturais, inteiros, reais etc.
Curiosidade: Segundo registros históricos, a unidade imaginária i surgiu a partir da fórmula de Tartaglia-Cardano para resolver equações de terceiro grau em meados de 1545. Isso porque alguns termos dessa fórmula, às vezes, recaíam em raízes quadradas de números negativos. Outro matemático que enfrentou problemas desse tipo e que recorreu ao que hoje conhecemos por números complexos foi Rafael Bombelli, na mesma época que os outros dois matemáticos acima. As ideias desses estudiosos soavam esquisitas perante a “sociedade matemática” da época deles. Esses números só foram realmente utilizados no século XVIII, porque Carl Friedrich Gauss (que é considerado o príncipe dos matemáticos) começou a utilizá-los em suas representações matemáticas. Além disso, Gauss sugeriu que esses números fossem chamados de “números laterais”, porque eles existem, assim sendo, não são “imaginários”. Ele usou um argumento geométrico para causar uma “rotação” de 90o entre números num plano (plano complexo), onde o -1 representava uma rotação de 180o.",Matematica,introducao-numeros-complexos
Representação Cartesiana de Números Complexos,https://resumos.mesalva.com/representacao-cartesiana-numeros-complexos/,"O conjunto de números complexos é uma extensão do conjunto dos números reais e eles podem ser representados em pares ordenados, por forma algébrica ou trigonométrica. Vamos ver as duas primeiras agora e guardar a terceira para mais tarde.
Um número complexo “z” pode ser escrito como:
Note que as partes imaginárias, em ambos os casos, são representadas pelo “b”.
Veja outros exemplos:
Perceba que o último exemplo, z3, não possui parte real (já que a = 0), então, ele é chamado de imaginário puro. Assim como se tivéssemos b = 0, o número não seria complexo, apenas real. Veja o exemplo abaixo:
No caso da forma algébrica, isso fica bem evidente, já que há o “i” para identificar. No caso dos pares ordenados, o b é a parte imaginária, porque, agora, para representar um número complexo geometricamente, utilizamos o eixo horizontal como eixo real, e o eixo vertical como eixo imaginário. Vamos representar geometricamente os números dos exemplos acima no plano de Argand-Gauss:
Agora que já sabemos como representar os números complexos, podemos passar para a próxima etapa: as operações com complexos!",Matematica,representacao-cartesiana-numeros-complexos
Adição e Subtração Com Números Complexos,https://resumos.mesalva.com/adicao-subtracao-com-numeros-complexos/,"Para realizar esta operação com números complexos, é necessário somar as partes reais e imaginárias separadamente. Veja os exemplos:
Generalizando a adição de números complexos, teremos o seguinte:
Uma propriedade da adição diz que existe um número complexo oposto (z2) para cada número complexo (z1), de forma que a soma deles é zero. Veja:
Um número complexo z1 = a + bi tem como oposto o número complexo z2 = -a – bi. Veja um exemplo e a representação geométrica dele:
Note que os números complexos opostos são simétricos entre si em relação à origem.
Para realizar esta operação, é necessário subtrair as partes reais e imaginárias separadamente, como fizemos na adição. Acompanhe os exemplos:
Generalizando a subtração, temos o seguinte:",Matematica,adicao-subtracao-com-numeros-complexos
Multiplicação Com Números Complexos,https://resumos.mesalva.com/multiplicacao-com-numeros-complexos/,"A multiplicação de números complexos é um pouco mais parecida com o que já fazemos: a famosa distributiva. Depois disso, basta aplicar o que vimos acima sobre a adição de números complexos. Veja os exemplos (dica: não esqueça que i2 vale -1):
Generalizando a multiplicação de números complexos, teremos:
Anteriormente, vimos que números complexos opostos são simétricos entre si em relação à origem. Já quando dois números complexos são simétricos entre si em relação apenas ao eixo dos Reais, diz-se que um é o conjugado do outro. Veja os exemplos abaixo:
Perceba que apenas o sinal da parte imaginária muda. No caso de z6, não apresenta parte imaginária, ou seja, trata-se de um número real e, por isso, seu conjugado será igual a ele mesmo. Vamos ver a representação dos números complexos com seus conjugados geometricamente:
Uma característica interessante dessa modalidade é que, se multiplicarmos um número complexo pelo seu conjugado, o resultado dessa operação é um número real e não-negativo. Veja os exemplos:
Generalizando a multiplicação entre um número complexo e o seu conjugado:
Perceba que cada um dos números e seus conjugados, que marcamos no plano de Argand-Gauss, tem uma distância em linha reta até a origem. Essa distância pode ser calculada a partir do Teorema de Pitágoras e é chamada de módulo do número complexo. Veja os exemplos:
Note que a distância entre o lugar em que marcamos o número complexo z1 e o eixo Real temos um triângulo (entre o eixo Imaginário também, mas precisávamos escolher um deles). Lembre que o Teorema de Pitágoras diz que a hipotenusa ao quadrado é igual à soma dos catetos ao quadrado (para revisar, basta dar uma olhada no capítulo de Geometria Plana I). Por isso, podemos escrever que essa distância entre a origem e o z1 vale √32 + 22, porque os catetos valem 2 e 3, certo? Você consegue visualizar isso melhor a partir da figura abaixo:
E, como foi dito acima, esse valor
é denominado módulo, que é representado por |z1|. Então, o módulo do número complexo z1 é:
Vamos calcular um outro módulo, o de z2:
A representação geométrica desse número complexo é:
Veja que conseguimos traçar um triângulo e aplicar o teorema de Pitágoras para encontrar o módulo desse número:
Perceba que podemos fatorar o número que está dentro da raiz para obter um resultado mais simpático:
Substituindo o valor que obtivemos acima na equação anterior, teremos o seguinte:
Taí, esse é o módulo de z2, ou, simplesmente, |z2|. Generalizando, o módulo de um número complexo é dado por:
Vamos ver algumas as propriedades de módulos de números complexos:",Matematica,multiplicacao-com-numeros-complexos
Divisão Com Números Complexos,https://resumos.mesalva.com/divisao-com-numeros-complexos/,"Para realizar a divisão entre dois números complexos, é necessário multiplicar o numerador e o denominador pelo conjugado do denominador. Parece grego? Então olha o que isso significa matematicamente:
Apesar de parecer um bicho de sete cabeças, basta que você aplique os conhecimentos aprendidos até aqui para conseguir resolver uma divisão dessas. Veja o exemplo:
Agora que já sabemos tudo isso, vamos recapitular a equação de segundo grau que tentamos resolver anteriormente, aquela em que chegamos ao resultado abaixo:
Para encontrarmos as raízes da equação, basta terminarmos essa divisão (não esqueça do sinal de mais/menos):
Então, as raízes da equação são 2 + i e 2 – i, duas raízes imaginárias.",Matematica,divisao-com-numeros-complexos
Potenciação Com Números Complexos,https://resumos.mesalva.com/potenciacao-com-numeros-complexos/,"Agora vamos nos ater à potenciação, envolvendo apenas a unidade imaginária. Até então a utilizamos como i2 = -1 e como i1 = i, mas e se tivéssemos i11, que valor essa unidade assumiria? Para resolver isso, utilizamos as mesmas propriedades de potenciação de números reais. Vamos analisar as potências de 0 a 3 da unidade imaginária:
Assim como fizemos para calcular i3, vamos utilizar as potências anteriores para resolver potências acima de 3. Acompanhe:
Pronto! Encontramos o valor de i11. Mas, e se eu quisesse saber o resultado de i32, eu teria que fazer todo esse procedimento até chegar no i32? Não! Note que há um padrão. Perceba que os quatro primeiros resultados são 1, i, -1, -i e, depois, a partir de i4, eles começam a se repetir de 4 em 4. Por isso, existe um método para facilitar o cálculo das potências de i. Ele consiste em dividir o expoente de i por 4, e considerar como a potência de i o resto dessa divisão. Veja os exemplos:
Assim fica bem mais fácil realizar a potenciação, não é?",Matematica,potenciacao-com-numeros-complexos
Forma Trigonométrica dos Números Complexos,https://resumos.mesalva.com/forma-trigonometrica-numeros-complexos/,"Nós já aprendemos várias coisinhas sobre os números complexos, mas sempre podemos aumentar o nosso conhecimento, certo? Por isso, vamos voltar um pouquinho e aprofundar o nosso conhecimento sobre o módulo de um número complexo. O que mais podemos tirar dele? Lembre que o módulo é a distância do número complexo (o ponto dele) até a origem. Agora, perceba que essa distância é uma linha que faz um ângulo com o eixo real. Veja o exemplo:
Esse ângulo é também chamado de argumento de Z, ou, ainda, de fase, e é um número entre 0 e 2 que satisfaz as seguintes condições:
Essas equações permitem que calculemos o ângulo, mas, se isolarmos a e b e substituirmos os valores na forma algébrica (z = a + bi), teremos a forma trigonométrica (também chamada de forma polar) dos números complexos. Acompanhe o passo a passo.
Isolando a e b:
Substituindo na forma algébrica:
Podemos colocar |z| em evidência. Reorganizando os termos, teremos:
Eis a forma trigonométrica do número complexo! Então, se temos a informação sobre o ângulo que o módulo do número complexo faz com o eixo real, podemos encontrar qual é esse número. Agora que temos uma nova forma de representar números complexos, vamos aprender algumas operações envolvendo elas.",Matematica,forma-trigonometrica-numeros-complexos
Multiplicação de Números Complexos em Forma Trigonométrica,https://resumos.mesalva.com/multiplicacao-numeros-complexos-forma-trigonometrica/,"Vamos tomar como exemplo dois números complexos na forma trigonométrica:
A multiplicação é realizada separadamente: os módulos se multiplicam e aplica-se a distributiva na parte trigonométrica:
Reorganizando essa multiplicação teremos o seguinte:
As definições apontadas pelas chaves vermelhas acima vêm de duas relações trigonométricas sobre soma de ângulos. São elas:
Então, a multiplicação de números complexos na forma trigonométrica é realizada fazendo:
Vamos ver um exemplo multiplicando os números:
Aplicando na fórmula da multiplicação, teremos o seguinte:",Matematica,multiplicacao-numeros-complexos-forma-trigonometrica
Potenciação de Números Complexos em Forma Trigonométrica,https://resumos.mesalva.com/potenciacao-numeros-complexos-forma-trigonometrica/,"Discutimos, no capítulo de Aritmética I, que a potenciação é, basicamente, uma sequência de multiplicações. Então, para calcular a potenciação de um número complexo, podemos estender a fórmula da multiplicação para várias multiplicações (que chamaremos de n), veja:
Se z1 = z2 = z3 = … = zN, a multiplicação fica assim:
E, então, podemos reescrevê-la dessa forma:
Essa fórmula para calcular a potenciação de números complexos é também chamada de 1a equação De Moivre.
Vamos calcular a quinta potência do número complexo abaixo utilizando a equação que acabamos de aprender:
Substituindo na 1a equação De Moivre, chegaremos ao resultado:",Matematica,potenciacao-numeros-complexos-forma-trigonometrica
Divisão de Números Complexos em Forma Trigonométrica,https://resumos.mesalva.com/divisao-numeros-complexos-forma-trigonometrica/,"A divisão de números complexos na forma trigonométrica é muito parecida com a da forma algébrica, com a diferença de que o módulo do denominador não acompanha o conjugado na multiplicação do numerador e do denominador. Vamos ver isso de pertinho com os números complexos abaixo:
Fazendo a divisão, teremos o seguinte:
Note que não reescrevemos o |z2| na segunda fração. Aplicando adistributiva nos termos trigonométricos, chegaremos a:
Lembrando de mais uma relação trigonométrica, teremos o seguinte:
Como o denominador será zero:
Utilizando outras relações trigonométricas, chegaremos, finalmente, à fórmula para divisão de números complexos na forma trigonométrica:
Vejamos um exemplo com os números complexos abaixo:
Aplicando a fórmula que acabamos de deduzir, chegaremos a:",Matematica,divisao-numeros-complexos-forma-trigonometrica
Radiciação de Números Complexos em Forma Trigonométrica,https://resumos.mesalva.com/radiciacao-numeros-complexos-forma-trigonometrica/,"Para entender como calcular a raiz de um número complexo, vamos fazer uma generalização e calcular a raiz enésima (n) do número complexo abaixo:
Podemos dizer que calcular essa raiz consiste em determinar o número complexo w, em que wn = z (já que o nosso objetivo é fazer  (n√z)  ), então, wn – z é: 
Podemos supor que w é:
E, portanto, substituindo isso em wn = z, teremos o seguinte:
Sabemos, pela 1a Lei de Moivre (dá uma olhadinha nela de novo), que:
Então, substituindo esse resultado na igualdade anterior, chegaremos a:
Agora vamos ter que resgatar alguns conhecimentos: i) números complexos iguais têm módulos iguais; ii) números complexos iguais têm argumentos (ângulos) iguais. Isso implica em:
Assim, teremos que:
Em que n assume valores acima ou iguais a 2 e k pertence aos inteiros, ou seja, wk é a k-ésima raiz n-ésima.
Vamos ver um exemplo para entender como encontrar as raízes cúbicas do número complexo abaixo:
Aplicando a 2a equação de Moivre, teremos o seguinte:
Como temos n = 3 (raiz cúbica), teremos k = 0, 1 e 2 (três raízes, portanto). Substituindo esses valores de k na equação acima, teremos:
► Para k = 0:
► Para k = 1:
► Para k = 2:
Então, as raízes cúbicas desse número são:
Vamos ver a representação geométrica desses pontos no plano de Argand-Gauss:
Perceba que se ligarmos esses pontos, teremos um triângulo equilátero. Assim, as raízes desse número complexo são os vértices desse triângulo, isso acontece porque, para qualquer n > 2, teremos um polígono fechado com n vértices.",Matematica,radiciacao-numeros-complexos-forma-trigonometrica
